Date Time,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg),rain (mm),raining (s),SWDR (W/m²),PAR (µmol/m²/s),max. PAR (µmol/m²/s),Tlog (degC),CO2 (ppm)
09.06.2024 11:40:00,982.81,18.76,293.36,8.85,52.48,21.68,11.38,10.3,7.23,11.58,1167.74,1.87,3.54,350.5,0,0,865.92,1686.33,2137.87,32.19,419.2
09.06.2024 11:50:00,982.68,18.96,293.57,8.81,51.67,21.95,11.34,10.61,7.21,11.54,1166.8,1.77,4.08,320.5,0,0,560.52,1118.12,2217.4,32.33,418.5
09.06.2024 12:00:00,982.61,19.14,293.76,8.83,51.17,22.2,11.36,10.84,7.22,11.56,1165.99,2.14,4.39,246.8,0,0,938.87,1823.9,2144.7,32.4,418.2
09.06.2024 12:10:00,982.51,19.53,294.16,9.24,51.36,22.75,11.68,11.06,7.43,11.89,1164.17,1.96,3.95,311.9,0,0,824.84,1593.47,2094.13,32.48,418.1
09.06.2024 12:20:00,982.43,19.06,293.7,9.01,52.07,22.09,11.5,10.59,7.32,11.71,1166.03,1.72,5.02,343.7,0,0,485.78,976.2,2285.02,32.6,418.3
09.06.2024 12:30:00,982.36,18.81,293.45,8.77,52.01,21.75,11.31,10.44,7.19,11.51,1167.03,1.81,4.27,314.5,0,0,732.08,1453.23,2161.92,32.65,418.2
09.06.2024 12:40:00,982.25,19.22,293.87,9.12,51.93,22.31,11.59,10.73,7.37,11.8,1165.14,2.54,4.84,289.2,0,0,941.96,1857.87,1961.06,32.56,417.8
09.06.2024 12:50:00,982.09,19.5,294.17,9.27,51.55,22.7,11.7,11,7.45,11.92,1163.78,2.68,4.85,303.4,0,0,951.82,1858.26,2004.82,32.46,417.5
09.06.2024 13:00:00,981.96,20.17,294.85,9.39,49.84,23.67,11.8,11.87,7.51,12.01,1160.93,1.71,4.57,350.6,0,0,911.81,1796.46,2138.5,32.41,417.3
09.06.2024 13:10:00,981.95,20.02,294.7,8.96,48.87,23.45,11.46,11.99,7.29,11.67,1161.66,2.47,4.41,318.8,0,0,750.56,1475.86,2088.57,32.51,417.6
09.06.2024 13:20:00,981.88,19.94,294.63,8.95,49.1,23.33,11.46,11.88,7.29,11.67,1161.89,1.3,2.61,307.7,0,0,686.3,1344.75,2079.24,32.63,417.5
09.06.2024 13:30:00,981.76,19.96,294.66,9.09,49.49,23.36,11.56,11.8,7.36,11.78,1161.62,0.85,1.8,263.6,0,0,469.24,945.13,2212.59,32.75,417.4
09.06.2024 13:40:00,981.62,20,294.71,9.19,49.72,23.42,11.64,11.78,7.41,11.86,1161.26,1.35,2.21,284.9,0,0,595.71,1178.41,2142.09,32.85,416.6
09.06.2024 13:50:00,981.41,19.73,294.46,8.72,48.95,23.03,11.27,11.76,7.18,11.49,1162.25,3.73,10.97,38.96,0,0,621.29,1235.28,2073.63,32.9,417.6
09.06.2024 14:00:00,981.4,19.82,294.55,9,49.61,23.16,11.49,11.67,7.31,11.71,1161.78,1.46,3.37,325,0,0,518.11,1031.57,1962.9,32.83,416.8
09.06.2024 14:10:00,981.28,20.29,295.03,9.02,48.27,23.84,11.51,12.33,7.33,11.73,1159.77,2.09,4.38,315.8,0,0,847.37,1642.34,2045.13,32.7,417
09.06.2024 14:20:00,981.21,20.72,295.47,9.14,47.38,24.48,11.6,12.88,7.39,11.82,1157.95,1.33,3.08,239.6,0,0,745.41,1459.9,1922.88,32.69,416.9
09.06.2024 14:30:00,981.15,20.66,295.41,9.08,47.38,24.39,11.56,12.84,7.36,11.78,1158.14,2.18,3.66,312.7,0,0,476.37,953.53,1782.34,32.81,416.8
09.06.2024 14:40:00,981.11,20.37,295.13,8.91,47.66,23.96,11.42,12.54,7.27,11.64,1159.29,1.75,3.75,6.08,0,0,733.6,1440.04,1728.64,32.91,417
09.06.2024 14:50:00,980.97,20.51,295.28,9.08,47.8,24.17,11.55,12.62,7.36,11.78,1158.52,2.39,4.49,18.79,0,0,625.28,1240.32,1738.56,32.94,416.7
09.06.2024 15:00:00,980.94,20.64,295.41,9.03,47.27,24.36,11.52,12.85,7.34,11.74,1157.98,2.44,5.88,303.8,0,0,793.15,1545.08,1650.56,32.96,416.7
09.06.2024 15:10:00,980.92,20.88,295.65,8.96,46.37,24.73,11.47,13.26,7.3,11.69,1157.04,1.71,4.08,324.2,0,0,735.03,1432.6,1541.89,33,416.8
09.06.2024 15:20:00,980.8,21.17,295.96,9.24,46.41,25.17,11.68,13.49,7.44,11.91,1155.66,2.1,4.52,335.9,0,0,702.99,1372.78,1467.99,33.09,416.2
09.06.2024 15:30:00,980.72,21.42,296.21,9.17,45.47,25.56,11.62,13.94,7.4,11.85,1154.61,2,4.18,290.9,0,0,673.96,1315.73,1413.66,33.2,416.2
09.06.2024 15:40:00,980.65,21.22,296.02,8.86,45.09,25.25,11.38,13.86,7.25,11.61,1155.42,1.95,4.58,10.99,0,0,639.61,1246.99,1341.66,33.33,416.4
09.06.2024 15:50:00,980.54,21.3,296.11,9,45.31,25.37,11.5,13.88,7.33,11.72,1154.92,2.53,6.79,9.66,0,0,621.48,1212.56,1376.46,33.43,416.1
09.06.2024 16:00:00,980.46,21.4,296.22,8.98,44.97,25.53,11.48,14.05,7.32,11.71,1154.44,1.97,4.86,303.8,0,0,628.47,1224.14,1269.67,33.47,416
09.06.2024 16:10:00,980.36,21.63,296.46,8.96,44.27,25.89,11.46,14.43,7.3,11.69,1153.43,1.92,4.12,342.1,0,0,499.75,984.71,1227.5,33.5,416
09.06.2024 16:20:00,980.24,21.36,296.2,8.73,44.3,25.47,11.28,14.18,7.19,11.51,1154.43,2.14,4.43,20.71,0,0,554.72,1077.54,1200.4,33.57,416.2
09.06.2024 16:30:00,980.2,21.27,296.11,8.75,44.61,25.33,11.3,14.03,7.2,11.53,1154.73,2.84,5.69,359.8,0,0,530.84,1027.01,1175.18,33.6,415.9
09.06.2024 16:40:00,980.19,21.41,296.25,8.68,44.04,25.54,11.25,14.29,7.17,11.48,1154.19,1.37,3.63,281,0,0,506.17,982.66,1080.45,33.57,416
09.06.2024 16:50:00,980.16,21.73,296.57,8.74,43.34,26.05,11.29,14.76,7.2,11.52,1152.88,1.35,3.69,323,0,0,445.63,864.51,1015.79,33.58,415.7
09.06.2024 17:00:00,980.11,21.7,296.55,8.69,43.28,26,11.25,14.75,7.17,11.48,1152.96,1.5,3.82,31.85,0,0,390,759.55,967.1,33.66,415.5
09.06.2024 17:10:00,980.07,21.58,296.43,8.68,43.57,25.81,11.25,14.57,7.17,11.47,1153.38,1.37,3.38,48.81,0,0,368.12,718.87,811.11,33.73,415
09.06.2024 17:20:00,980,21.46,296.32,8.45,43.21,25.62,11.07,14.55,7.06,11.3,1153.85,1.3,3.13,34.06,0,0,340.94,662.11,838.77,33.76,415.3
09.06.2024 17:30:00,979.98,21.48,296.34,8.62,43.67,25.65,11.2,14.45,7.14,11.43,1153.69,1.66,3.72,309.3,0,0,285.65,558.4,770.23,33.72,414.9
09.06.2024 17:40:00,979.95,20.94,295.8,8.09,43.54,24.82,10.81,14.01,6.89,11.03,1155.95,1.6,4.16,29.18,0,0,296.03,572.35,695.77,33.65,414.9
09.06.2024 17:50:00,979.9,20.86,295.72,8.05,43.64,24.7,10.78,13.92,6.87,11,1156.22,1.93,4.48,8.53,0,0,291.41,562.93,669.1,33.48,414.6
09.06.2024 18:00:00,979.89,20.77,295.63,8,43.73,24.56,10.74,13.82,6.85,10.96,1156.58,1.36,3.09,26.94,0,0,239.33,468.39,591.42,33.26,414.7
09.06.2024 18:10:00,979.9,20.71,295.57,7.87,43.5,24.47,10.64,13.83,6.78,10.86,1156.87,1.37,3.64,4.65,0,0,226.13,440.4,518.77,33.06,414.7
09.06.2024 18:20:00,979.98,20.66,295.51,7.56,42.73,24.39,10.42,13.97,6.64,10.64,1157.26,1.2,3.75,19.94,0,0,259.25,486.32,538.64,32.86,414.9
09.06.2024 18:30:00,980.02,20.85,295.7,7.49,42.01,24.68,10.37,14.31,6.61,10.58,1156.58,1.23,3.25,350.6,0,0,248.45,466.75,506.75,32.7,414.8
09.06.2024 18:40:00,980.03,20.95,295.8,7.34,41.34,24.83,10.27,14.57,6.54,10.48,1156.25,1.09,2.75,45.79,0,0,199.19,380.42,446.44,32.59,414.9
09.06.2024 18:50:00,980.08,20.92,295.77,7.11,40.76,24.79,10.1,14.68,6.44,10.31,1156.5,0.99,2.95,17.68,0,0,176.3,334.14,362.04,32.55,415.2
09.06.2024 19:00:00,980.11,20.42,295.26,6.79,41.11,24.04,9.88,14.15,6.29,10.08,1158.6,1.41,2.65,27.99,0,0,102.64,210.05,315.88,32.47,415.2
09.06.2024 19:10:00,980.14,19.67,294.5,6.66,42.7,22.95,9.8,13.15,6.24,10,1161.64,0.62,2.14,70.57,0,0,39.71,111.05,114.42,32.21,415.9
09.06.2024 19:20:00,980.22,19.13,293.95,6.68,44.21,22.19,9.81,12.38,6.25,10.01,1163.88,0.62,1.64,351.7,0,0,44,115.11,117.87,31.82,416.5
09.06.2024 19:30:00,980.22,18.84,293.66,6.31,43.89,21.79,9.56,12.23,6.09,9.76,1165.14,0.56,1.27,125.3,0,0,43.47,108.91,114.99,31.37,416.3
09.06.2024 19:40:00,980.3,18.61,293.43,5.95,43.42,21.48,9.33,12.15,5.94,9.51,1166.27,0.61,1.28,262.9,0,0,42.14,101.27,105.21,30.92,416.1
09.06.2024 19:50:00,980.36,18.38,293.19,5.73,43.39,21.17,9.19,11.99,5.85,9.37,1167.32,0.75,1.26,232.6,0,0,40.09,91.51,96.97,30.49,415.7
09.06.2024 20:00:00,980.39,18.19,292.99,5.81,44.16,20.92,9.24,11.68,5.88,9.42,1168.09,0.47,0.95,211.3,0,0,29.25,67.75,81.83,30.08,416.8
09.06.2024 20:10:00,980.43,17.99,292.79,5.57,43.98,20.66,9.09,11.57,5.78,9.27,1169.01,0.33,0.76,260.6,0,0,15.65,40.8,51.53,29.69,416.4
09.06.2024 20:20:00,980.45,17.8,292.6,5.48,44.21,20.41,9.02,11.39,5.75,9.2,1169.83,0.61,1.29,326.2,0,0,8.78,24.52,31.16,29.31,416.9
09.06.2024 20:30:00,980.45,17.61,292.41,5.24,44,20.17,8.87,11.3,5.65,9.05,1170.66,0.62,1.4,320.5,0,0,2.18,11.89,17.18,28.94,416.9
09.06.2024 20:40:00,980.54,17.34,292.13,5.33,45.04,19.83,8.93,10.9,5.68,9.11,1171.83,1.39,2.19,321.3,0,0,0,4.83,7.57,28.57,418
09.06.2024 20:50:00,980.62,17.12,291.9,5.47,46.14,19.56,9.02,10.53,5.74,9.2,1172.77,1.57,2.77,329.4,0,0,0,1.56,2.57,28.17,417.5
09.06.2024 21:00:00,980.67,16.9,291.67,5.49,46.84,19.28,9.03,10.25,5.75,9.21,1173.72,0.74,1.73,237.5,0,0,0,0,0,27.75,418.2
09.06.2024 21:10:00,980.8,16.52,291.28,5.6,48.35,18.82,9.1,9.72,5.79,9.28,1175.38,0.6,1.56,167.8,0,0,0,0,0,27.35,420.2
09.06.2024 21:20:00,980.92,16.1,290.85,5.79,50.33,18.33,9.22,9.1,5.87,9.4,1177.18,0.65,1.27,182,0,0,0,0,0,26.99,422.6
09.06.2024 21:30:00,980.94,15.91,290.66,5.62,50.34,18.11,9.11,8.99,5.8,9.29,1178.03,0.5,1.1,56.71,0,0,0,0,0,26.64,421.2
09.06.2024 21:40:00,980.97,16.23,290.97,5.38,48.52,18.48,8.97,9.51,5.7,9.14,1176.83,1.27,1.93,342.2,0,0,0,0,0,26.33,418.3
09.06.2024 21:50:00,981,16.44,291.18,5.37,47.84,18.73,8.96,9.77,5.7,9.13,1176.01,1.25,1.85,346.5,0,0,0,0,0,26.02,418.4
09.06.2024 22:00:00,981.08,16.01,290.74,5.8,50.66,18.22,9.23,8.99,5.87,9.41,1177.74,0.59,1.05,43.78,0,0,0,0,0,25.73,423.1
09.06.2024 22:10:00,981.11,15.29,290.02,6,53.77,17.4,9.36,8.04,5.95,9.54,1180.65,0.49,0.77,257.6,0,0,0,0,0,25.48,426.4
09.06.2024 22:20:00,981.05,15.44,290.17,5.82,52.6,17.57,9.24,8.33,5.88,9.42,1180.02,0.55,0.89,271.3,0,0,0,0,0,25.24,422.9
09.06.2024 22:30:00,981.04,15.39,290.12,6.21,54.21,17.51,9.49,8.02,6.04,9.68,1180.1,0.63,1.07,51.53,0,0,0,0,0,25.03,426.8
09.06.2024 22:40:00,981.13,14.81,289.53,6.96,59.26,16.87,10,6.87,6.36,10.19,1182.35,0.3,0.79,91.2,0,0,0,0,0,24.85,438.2
09.06.2024 22:50:00,981.18,14.43,289.15,6.99,60.87,16.46,10.02,6.44,6.38,10.21,1183.97,0.42,0.73,66.88,0,0,0,0,0,24.68,439.2
09.06.2024 23:00:00,981.26,14.08,288.79,7.25,63.39,16.09,10.2,5.89,6.49,10.4,1185.42,0.67,0.92,70.84,0,0,0,0,0,24.53,445.6
09.06.2024 23:10:00,981.31,13.55,288.25,7.33,65.97,15.55,10.26,5.29,6.53,10.45,1187.65,0.91,1.33,44.88,0,0,0,0,0,24.38,447.7
09.06.2024 23:20:00,981.39,13.3,287.99,7.19,66.4,15.3,10.16,5.14,6.46,10.35,1188.83,0.39,1.06,82.8,0,0,0,0,0,24.2,445.8
09.06.2024 23:30:00,981.42,13.36,288.05,7.01,65.36,15.36,10.04,5.32,6.39,10.23,1188.67,0.58,0.92,17.16,0,0,0,0,0,24,443.7
09.06.2024 23:40:00,981.33,13.36,288.06,6.55,63.33,15.36,9.72,5.63,6.19,9.91,1188.71,0.68,1.1,30.71,0,0,0,0,0,23.79,436.3
09.06.2024 23:50:00,981.32,13.43,288.13,6.36,62.18,15.43,9.59,5.83,6.1,9.77,1188.46,0.69,1.17,174.2,0,0,0,0,0,23.56,435
10.06.2024 00:00:00,981.33,13.01,287.71,6.78,65.8,15.01,9.88,5.13,6.28,10.06,1190.09,0.82,1.63,84.2,0,0,0,0,0,23.34,443.4
10.06.2024 00:10:00,981.31,12.56,287.26,7.46,71,14.57,10.35,4.23,6.58,10.54,1191.72,0.56,1.03,84.3,0,0,0,0,0,23.12,456.2
10.06.2024 00:20:00,981.28,12.32,287.02,7.19,70.81,14.34,10.16,4.19,6.46,10.35,1192.78,0.4,0.8,48.74,0,0,0,0,0,22.89,451
10.06.2024 00:30:00,981.16,12.38,287.09,6.57,67.59,14.4,9.73,4.67,6.19,9.92,1192.57,0.78,2.15,28.9,0,0,0,0,0,22.67,441.1
10.06.2024 00:40:00,981.12,12.9,287.61,6.63,65.62,14.9,9.78,5.12,6.22,9.97,1190.34,0.92,2.24,27.85,0,0,0,0,0,22.47,442.4
10.06.2024 00:50:00,981.09,12.37,287.08,6.91,69.25,14.39,9.97,4.43,6.34,10.16,1192.42,0.52,1.52,77.17,0,0,0,0,0,22.28,448.6
10.06.2024 01:00:00,981.1,12.15,286.86,7.15,71.44,14.18,10.13,4.05,6.45,10.33,1193.28,0.58,1.22,179.8,0,0,0,0,0,22.1,454.7
10.06.2024 01:10:00,981.14,11.71,286.42,6.65,71.06,13.78,9.79,3.99,6.23,9.98,1195.33,0.62,1.01,237.1,0,0,0,0,0,21.93,447.4
10.06.2024 01:20:00,981.12,11.87,286.58,6.31,68.67,13.92,9.56,4.36,6.08,9.75,1194.74,0.37,1.04,300.3,0,0,0,0,0,21.76,439.7
10.06.2024 01:30:00,981.14,11.98,286.69,6.29,68.08,14.03,9.55,4.48,6.08,9.73,1194.31,0.23,0.55,10.01,0,0,0,0,0,21.59,438.1
10.06.2024 01:40:00,981.21,12,286.7,6.43,68.65,14.04,9.64,4.4,6.13,9.83,1194.27,1.96,3.69,27.79,0,0,0,0,0,21.44,440.9
10.06.2024 01:50:00,981.35,12.02,286.71,6.73,70.01,14.06,9.85,4.22,6.26,10.03,1194.26,1.15,2.96,59.74,0,0,0,0,0,21.27,449.3
10.06.2024 02:00:00,981.46,11.74,286.42,6.49,70.11,13.8,9.68,4.13,6.16,9.86,1195.65,0.82,2.66,249.5,0,0,0,0,0,21.08,443.2
10.06.2024 02:10:00,981.52,11.7,286.37,6.47,70.21,13.77,9.67,4.1,6.15,9.85,1195.89,1.25,2.73,2.46,0,0,0,0,0,20.91,439.9
10.06.2024 02:20:00,981.52,11.48,286.15,6.44,71.11,13.57,9.65,3.92,6.14,9.83,1196.82,1.39,2.6,351.4,0,0,0,0,0,20.75,438.8
10.06.2024 02:30:00,981.58,11.26,285.93,6.37,71.81,13.37,9.6,3.77,6.11,9.78,1197.85,0.79,1.45,309,0,0,0,0,0,20.59,438.4
10.06.2024 02:40:00,981.6,11.12,285.78,6.32,72.22,13.25,9.57,3.68,6.09,9.75,1198.48,1.62,2.43,316.9,0,0,0,0,0,20.44,438.8
10.06.2024 02:50:00,981.53,11.02,285.69,6.27,72.45,13.16,9.54,3.63,6.06,9.71,1198.83,1.53,2.21,322.2,0,0,0,0,0,20.31,438.8
10.06.2024 03:00:00,981.51,10.88,285.55,6.15,72.54,13.04,9.46,3.58,6.02,9.64,1199.43,1.23,2.26,311.6,0,0,0,0,0,20.18,437.1
10.06.2024 03:10:00,981.54,10.72,285.39,6.06,72.83,12.9,9.4,3.51,5.98,9.57,1200.17,1.41,2.15,299.7,0,0,0,0,0,20.07,436
10.06.2024 03:20:00,981.54,10.69,285.36,6,72.68,12.87,9.36,3.52,5.95,9.53,1200.32,1.74,2.55,325.2,0,0,0,0,0,19.96,434.9
10.06.2024 03:30:00,981.61,10.59,285.25,5.96,72.99,12.79,9.33,3.45,5.94,9.51,1200.83,0.93,1.83,276.3,0,0,0,0,0,19.83,434.5
10.06.2024 03:40:00,981.6,10.46,285.12,5.93,73.48,12.68,9.32,3.36,5.92,9.49,1201.38,0.77,1.36,253.6,0,0,0,0,1.75,19.73,434.2
10.06.2024 03:50:00,981.64,10.37,285.03,5.95,74.01,12.6,9.33,3.28,5.93,9.5,1201.81,0.4,1.36,263.9,0,0,0.48,3.32,5.06,19.65,434.6
10.06.2024 04:00:00,981.75,10.39,285.04,5.94,73.86,12.62,9.32,3.3,5.93,9.49,1201.86,0.61,1.16,333.4,0,0,2.16,7.31,9.2,19.61,433.9
10.06.2024 04:10:00,981.76,10.41,285.06,5.95,73.81,12.64,9.33,3.31,5.93,9.5,1201.79,1.2,2.08,317.5,0,0,3.76,12.38,16.82,19.58,434.4
10.06.2024 04:20:00,981.7,10.37,285.02,5.95,73.99,12.6,9.32,3.28,5.93,9.5,1201.88,1.66,2.28,312.8,0,0,9.79,21.37,25.07,19.54,434.6
10.06.2024 04:30:00,981.72,10.35,285,6.04,74.55,12.59,9.38,3.2,5.97,9.56,1201.96,1.55,2.22,303.7,0,0,12.31,27.53,30.11,19.48,435.7
10.06.2024 04:40:00,981.77,10.33,284.98,6.24,75.72,12.57,9.52,3.05,6.05,9.69,1202.05,0.8,1.34,317.4,0,0,13.5,34.19,37.98,19.41,441.1
10.06.2024 04:50:00,981.79,9.71,284.35,6.22,78.83,12.06,9.5,2.55,6.04,9.68,1204.71,1.23,2.35,251.7,0,0,14.72,39.1,40.57,19.36,442.1
10.06.2024 05:00:00,981.82,9.34,283.98,6.22,80.8,11.76,9.5,2.26,6.04,9.68,1206.33,1.88,2.78,225.4,0,0,17.05,45.66,52.9,19.32,444.7
10.06.2024 05:10:00,981.82,9.05,283.68,6.55,84.3,11.53,9.72,1.81,6.18,9.9,1207.47,1.6,2.75,233.2,0,0,27,67.13,86.44,19.26,460.2
10.06.2024 05:20:00,981.78,9.11,283.75,6.51,83.7,11.58,9.69,1.89,6.16,9.87,1207.17,1.49,2.08,237.2,0,0,74.97,149.31,233.15,19.18,455.8
10.06.2024 05:30:00,981.69,9.67,284.32,6.84,82.5,12.02,9.92,2.1,6.31,10.11,1204.57,1.13,1.67,237.6,0,0,136.82,247.41,265.33,19.13,461.7
10.06.2024 05:40:00,981.69,10.23,284.88,7.01,80.4,12.48,10.04,2.45,6.38,10.23,1202.13,1.14,1.58,231.7,0,0,142,267,313.1,19.26,463.9
10.06.2024 05:50:00,981.7,10.6,285.25,6.99,78.28,12.8,10.02,2.78,6.37,10.2,1200.59,1.03,1.46,219,0,0,161.17,304.06,335.56,19.53,457.3
10.06.2024 06:00:00,981.66,11.06,285.72,7.03,76.15,13.2,10.05,3.15,6.39,10.24,1198.58,0.98,1.53,210.7,0,0,184.03,348.99,397.15,19.9,451.2
10.06.2024 06:10:00,981.57,11.53,286.2,7.32,75.28,13.61,10.25,3.37,6.52,10.44,1196.4,1.31,1.93,196.5,0,0,230.76,432.05,462.21,20.32,453.3
10.06.2024 06:20:00,981.54,11.93,286.6,7.48,74.15,13.98,10.37,3.61,6.59,10.56,1194.63,1.17,1.77,167.3,0,0,259.06,486.9,509.46,20.79,455
10.06.2024 06:30:00,981.58,12.49,287.16,7.86,73.34,14.5,10.64,3.87,6.77,10.84,1192.21,1,1.79,156.7,0,0,284.33,536.18,560.21,21.3,473.5
10.06.2024 06:40:00,981.62,12.91,287.58,8.07,72.35,14.91,10.79,4.12,6.86,10.99,1190.44,1.02,1.46,158.7,0,0,310.22,586.94,611.98,21.82,477.2
10.06.2024 06:50:00,981.63,13.33,288,7.95,69.85,15.33,10.7,4.62,6.81,10.9,1188.74,0.99,1.65,141.9,0,0,332.07,631.79,665.06,22.36,470.8
10.06.2024 07:00:00,981.66,13.83,288.5,7.87,67.23,15.83,10.64,5.19,6.77,10.84,1186.74,0.81,2.03,145.3,0,0,362.1,691.02,724.09,22.93,463.2
10.06.2024 07:10:00,981.61,14.2,288.88,7.37,63.41,16.22,10.28,5.93,6.54,10.48,1185.31,0.74,2.02,141.4,0,0,385.08,738.65,773.12,23.52,449.6
10.06.2024 07:20:00,981.59,14.48,289.16,7.44,62.6,16.51,10.34,6.18,6.58,10.53,1184.11,0.59,1.55,114.9,0,0,402.45,778.08,838.47,24.12,445.8
10.06.2024 07:30:00,981.48,14.45,289.14,6.94,60.58,16.48,9.99,6.5,6.35,10.17,1184.26,1.5,2.54,88.7,0,0,413.25,799.16,868.54,24.75,435.6
10.06.2024 07:40:00,981.47,13.72,288.41,6.43,61.33,15.72,9.64,6.08,6.13,9.82,1187.42,1.55,3.09,69.12,0,0,452.45,871.62,956.5,25.34,429.2
10.06.2024 07:50:00,981.48,13.79,288.48,6.61,61.83,15.79,9.76,6.03,6.21,9.95,1187.09,1.31,2.32,107,0,0,478.34,922.93,985.3,25.84,430.4
10.06.2024 08:00:00,981.48,13.94,288.63,6.54,60.93,15.95,9.72,6.23,6.18,9.9,1186.49,1.64,2.57,82.8,0,0,515.78,992.65,1048.77,26.34,429.5
10.06.2024 08:10:00,981.48,14.27,288.96,6.43,59.16,16.29,9.64,6.65,6.13,9.82,1185.16,0.99,1.79,70.34,0,0,516.6,1000.78,1072.58,26.86,428
10.06.2024 08:20:00,981.39,14.57,289.27,6.45,58.11,16.61,9.65,6.96,6.14,9.84,1183.81,1.21,2.84,55.37,0,0,566.8,1095.04,1131.1,27.39,427
10.06.2024 08:30:00,981.33,14.79,289.5,6.37,56.99,16.85,9.6,7.25,6.11,9.78,1182.86,1.49,2.49,71.74,0,0,593.79,1149.35,1164.8,27.93,425.6
10.06.2024 08:40:00,981.27,15.18,289.89,6.39,55.64,17.28,9.61,7.66,6.12,9.8,1181.18,1.2,2.22,185.7,0,0,616.68,1195.49,1217.13,28.45,425.6
10.06.2024 08:50:00,981.14,15.46,290.19,6.38,54.62,17.59,9.61,7.98,6.11,9.79,1179.88,1.57,2.31,175.3,0,0,641.02,1244.64,1268.09,29,425.2
10.06.2024 09:00:00,981.09,15.67,290.4,6.12,52.92,17.83,9.44,8.39,6,9.62,1179.04,1.31,2.67,209.8,0,0,664.19,1292.03,1316.16,29.55,424.3
10.06.2024 09:10:00,981.06,15.77,290.5,6.32,53.31,17.94,9.57,8.38,6.09,9.75,1178.54,1.7,3.28,126.1,0,0,683.12,1330.39,1351.25,30.08,426.6
10.06.2024 09:20:00,980.99,15.55,290.29,6.65,55.34,17.69,9.79,7.9,6.23,9.98,1179.25,1.75,3.32,63.41,0,0,707.82,1378.88,1400.88,30.53,424.9
10.06.2024 09:30:00,980.94,15.52,290.26,6.48,54.79,17.66,9.68,7.98,6.16,9.86,1179.36,2.15,3.65,80.4,0,0,730.23,1421.99,1447.02,30.87,424.2
10.06.2024 09:40:00,980.83,15.63,290.38,6.59,54.82,17.78,9.75,8.03,6.21,9.94,1178.75,2.13,3.93,96.9,0,0,752.43,1468.85,1490.3,31.11,423.3
10.06.2024 09:50:00,980.75,16.11,290.87,6.79,53.89,18.34,9.88,8.46,6.29,10.08,1176.63,1.91,4.24,131.5,0,0,769.83,1505.08,1522.05,31.28,423
10.06.2024 10:00:00,980.68,16.52,291.29,7.02,53.33,18.82,10.04,8.79,6.39,10.24,1174.81,2.61,5.22,142.2,0,0,785.06,1537.45,1562.36,31.44,422.1
10.06.2024 10:10:00,980.68,16.51,291.28,7.15,53.86,18.81,10.13,8.68,6.45,10.33,1174.81,2.49,5.1,140.9,0,0,801.86,1572.43,1588.23,31.6,422.7
10.06.2024 10:20:00,980.63,16.8,291.58,7.28,53.35,19.16,10.22,8.94,6.51,10.42,1173.54,2.24,4.42,117,0,0,825.75,1620,1693.83,31.77,421.8
10.06.2024 10:30:00,980.45,16.88,291.67,7.33,53.24,19.26,10.25,9.01,6.53,10.46,1172.98,2.79,5.43,146.5,0,0,859.14,1682.45,1720.44,31.94,421.3
10.06.2024 10:40:00,980.27,17.21,292.02,7.38,52.33,19.67,10.29,9.38,6.56,10.5,1171.42,2.17,4.65,120.8,0,0,843.44,1638.16,1833.83,32.08,421
10.06.2024 10:50:00,980.22,17.17,291.98,7.46,52.76,19.62,10.35,9.27,6.59,10.56,1171.49,1.8,3.19,83.8,0,0,501.26,1004.67,2054.51,32.18,420.3
10.06.2024 11:00:00,980.2,17.03,291.84,7.65,53.94,19.44,10.49,8.96,6.68,10.7,1171.97,1.81,3.53,62.68,0,0,412.46,810.41,2150.31,32.2,419.8
10.06.2024 11:10:00,980.24,17.63,292.44,8.06,53.38,20.2,10.78,9.42,6.87,11,1169.47,1.85,3.77,258,0,0,494.86,960.84,2277.88,32.09,418.6
10.06.2024 11:20:00,980.25,17.89,292.71,7.62,50.98,20.53,10.47,10.06,6.67,10.68,1168.58,1.16,2.64,244,0,0,477.26,944.34,2156.12,31.94,419.7
10.06.2024 11:30:00,980.13,18.32,293.15,7.85,50.38,21.09,10.63,10.47,6.77,10.84,1166.64,0.89,2.67,226.1,0,0,344.44,681.01,802.66,31.88,419.2
10.06.2024 11:40:00,980,18.02,292.86,7.7,50.84,20.7,10.52,10.18,6.71,10.74,1167.73,2.72,4.56,208.7,0,0,409.29,799.56,1790.49,31.9,418.8
10.06.2024 11:50:00,980.01,17.88,292.72,7.63,51.02,20.52,10.47,10.05,6.67,10.68,1168.33,1.84,3.09,222.1,0,0,441.73,853.78,1691.05,31.88,418.9
10.06.2024 12:00:00,979.96,18.23,293.07,7.85,50.67,20.97,10.63,10.35,6.77,10.84,1166.79,1.65,2.88,209,0,0,529.83,1047.05,2276.9,31.84,418.6
10.06.2024 12:10:00,979.87,18.73,293.58,7.95,49.46,21.64,10.7,10.94,6.82,10.92,1164.65,1.49,2.91,160.5,0,0,876.29,1723.08,2357.97,31.86,418.9
10.06.2024 12:20:00,979.71,19.33,294.2,8.13,48.21,22.47,10.83,11.64,6.91,11.06,1162.01,2.06,4.47,183.9,0,0,551.68,1113.57,2410.44,32.02,418.3
