Date Time,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg),rain (mm),raining (s),SWDR (W/m²),PAR (µmol/m²/s),max. PAR (µmol/m²/s),Tlog (degC),CO2 (ppm)
16.08.2024 18:10:00,987.6,29.37,303.6,12.46,35.33,40.98,14.48,26.5,9.17,14.66,1130.95,1.63,2.72,257.3,0,0,157.82,304.18,331.43,40.71,411.8
16.08.2024 18:20:00,987.64,29.24,303.47,12.52,35.74,40.67,14.54,26.14,9.21,14.72,1131.45,1.37,2.1,265.2,0,0,88.93,188.74,294.85,40.69,411.3
16.08.2024 18:30:00,987.62,28.51,302.74,12.58,37.41,38.99,14.59,24.41,9.24,14.77,1134.15,1.9,2.64,252.5,0,0,30.66,91.61,97.17,40.55,411.3
16.08.2024 18:40:00,987.62,28.09,302.32,12.09,37.12,38.05,14.13,23.93,8.94,14.3,1135.93,1.1,1.94,269.2,0,0,25.36,78.8,84.58,40.26,411.5
16.08.2024 18:50:00,987.59,27.86,302.09,12.23,37.97,37.55,14.26,23.29,9.03,14.44,1136.71,1.16,1.75,253.5,0,0,21.39,68.21,73.64,39.89,412
16.08.2024 19:00:00,987.57,27.59,301.82,12.01,38.02,36.96,14.05,22.91,8.9,14.23,1137.79,1.31,1.84,252.9,0,0,16.76,55.57,62.42,39.48,412.9
16.08.2024 19:10:00,987.67,27.27,301.49,11.76,38.1,36.28,13.82,22.46,8.75,13.99,1139.22,1.56,2.91,263.2,0,0,11.07,40.41,47.55,39.05,414.2
16.08.2024 19:20:00,987.77,27.13,301.34,11.31,37.3,35.98,13.42,22.56,8.49,13.59,1140.04,1.9,2.74,242.7,0,0,6.06,26.4,33.1,38.61,414.9
16.08.2024 19:30:00,987.88,26.94,301.14,11.22,37.48,35.58,13.34,22.25,8.44,13.5,1140.93,1.93,2.58,238.6,0,0,1.68,14.97,20.04,38.15,415.7
16.08.2024 19:40:00,988,26.69,300.88,10.97,37.41,35.06,13.12,21.95,8.3,13.28,1142.12,2.31,3.14,238.6,0,0,0,6.75,10.28,37.7,416.1
16.08.2024 19:50:00,988.11,26.52,300.7,10.9,37.6,34.71,13.05,21.66,8.26,13.21,1142.92,2.05,2.83,237.2,0,0,0,2.25,3.83,37.26,416.5
16.08.2024 20:00:00,988.18,26.37,300.54,10.92,37.99,34.41,13.07,21.34,8.27,13.23,1143.57,2.05,2.64,237.3,0,0,0,0,1.03,36.82,416.7
16.08.2024 20:10:00,988.24,26.2,300.36,10.82,38.11,34.07,12.98,21.08,8.21,13.14,1144.33,2.2,2.85,237.2,0,0,0,0,0,36.39,417.2
16.08.2024 20:20:00,988.31,26.09,300.25,10.91,38.6,33.85,13.06,20.78,8.26,13.22,1144.79,2.19,3.2,235.2,0,0,0,0,0,35.98,417.6
16.08.2024 20:30:00,988.4,25.56,299.71,11.57,41.62,32.8,13.65,19.15,8.64,13.81,1146.67,1.05,2.36,296.4,0,0,0,0,0,35.6,423.2
16.08.2024 20:40:00,988.5,24.08,298.21,12.55,48.5,30.03,14.56,15.47,9.22,14.73,1152.09,0.71,1.21,48.62,0,0,0,0,0,35.23,432.8
16.08.2024 20:50:00,988.61,23.47,297.59,12.99,51.78,28.95,14.99,13.96,9.49,15.16,1154.4,0.73,1.28,84,0,0,0,0,0,34.84,436.2
16.08.2024 21:00:00,988.69,23.16,297.28,12.61,51.44,28.41,14.62,13.8,9.25,14.78,1155.87,0.5,0.89,82.1,0,0,0,0,0,34.46,433.7
16.08.2024 21:10:00,988.71,23.05,297.16,12.67,52.01,28.22,14.68,13.54,9.29,14.85,1156.29,1.16,1.56,37.76,0,0,0,0,0,34.08,434.7
16.08.2024 21:20:00,988.71,22.43,296.54,13.08,55.47,27.18,15.08,12.1,9.54,15.25,1158.54,0.98,1.43,50.4,0,0,0,0,0,33.7,441.6
16.08.2024 21:30:00,988.75,21.98,296.09,13.33,57.94,26.45,15.32,11.12,9.7,15.5,1160.25,0.66,1.24,84.7,0,0,0,0,0,33.33,445.6
16.08.2024 21:40:00,988.79,21.78,295.88,12.85,56.83,26.13,14.85,11.28,9.39,15.02,1161.29,0.52,0.96,214.6,0,0,0,0,0,32.96,439.4
16.08.2024 21:50:00,988.78,22.46,296.57,12.24,52.4,27.23,14.27,12.96,9.03,14.43,1158.87,0.7,0.96,234.6,0,0,0,0,0,32.62,428.4
16.08.2024 22:00:00,988.8,22.6,296.7,12.74,53.68,27.47,14.74,12.72,9.33,14.91,1158.13,0.75,1.37,55.41,0,0,0,0,0,32.29,434.1
16.08.2024 22:10:00,988.87,21.42,295.51,13.26,59.7,25.56,15.26,10.3,9.65,15.43,1162.62,0.89,1.37,128.4,0,0,0,0,0,31.99,447.5
16.08.2024 22:20:00,988.82,20.88,294.98,12.69,59.42,24.73,14.69,10.03,9.29,14.86,1164.95,1.85,2.67,211.8,0,0,0,0,0,31.7,437.3
16.08.2024 22:30:00,988.86,20.96,295.05,12.7,59.18,24.85,14.71,10.14,9.3,14.87,1164.68,1.4,2.14,211.2,0,0,0,0,0,31.41,437.4
16.08.2024 22:40:00,988.86,20.92,295.01,12.73,59.44,24.79,14.73,10.05,9.32,14.9,1164.82,1.07,1.73,199.3,0,0,0,0,0,31.12,437.6
16.08.2024 22:50:00,988.9,20.54,294.63,12.76,60.99,24.21,14.77,9.45,9.34,14.93,1166.36,1.44,2.18,209.1,0,0,0,0,0,30.83,437.5
16.08.2024 23:00:00,988.88,20.52,294.61,13.07,62.31,24.18,15.07,9.12,9.53,15.24,1166.28,1.35,1.84,223.5,0,0,0,0,0,30.56,441.4
16.08.2024 23:10:00,988.81,20.39,294.49,13.04,62.68,23.99,15.04,8.95,9.51,15.21,1166.73,1.13,1.87,196.1,0,0,0,0,0,30.29,441.4
16.08.2024 23:20:00,988.86,19.97,294.06,13.06,64.4,23.38,15.05,8.32,9.52,15.22,1168.45,1.7,2.33,205.9,0,0,0,0,0,30.02,441.9
16.08.2024 23:30:00,988.93,20.03,294.11,13.08,64.26,23.46,15.08,8.39,9.54,15.25,1168.29,1.76,2.55,208.7,0,0,0,0,0,29.78,437.3
16.08.2024 23:40:00,988.91,19.83,293.92,13.2,65.56,23.17,15.19,7.98,9.61,15.36,1169.01,1.54,2.08,214,0,0,0,0,0,29.53,443.4
16.08.2024 23:50:00,988.9,19.74,293.83,13.05,65.28,23.05,15.04,8,9.52,15.21,1169.42,1.59,2.09,209,0,0,0,0,0,29.29,441.2
17.08.2024 00:00:00,988.81,19.48,293.57,13.57,68.66,22.68,15.57,7.11,9.85,15.75,1170.12,1.3,1.9,204.6,0,0,0,0,0,29.06,448.5
17.08.2024 00:10:00,988.72,19.15,293.25,13.94,71.78,22.22,15.95,6.27,10.09,16.13,1171.16,0.57,1.47,209.4,0,0,0,0,0,28.86,459.2
17.08.2024 00:20:00,988.64,18.88,292.99,13.94,73,21.84,15.95,5.9,10.09,16.13,1172.15,0.41,0.81,171.5,0,0,0,0,0,28.62,461.8
17.08.2024 00:30:00,988.58,18.63,292.74,14.04,74.62,21.51,16.05,5.46,10.16,16.23,1173.04,0.97,1.49,134.4,0,0,0,0,0,28.4,467.7
17.08.2024 00:40:00,988.52,18.21,292.32,13.75,75.21,20.95,15.75,5.19,9.97,15.94,1174.79,0.91,1.36,151.4,0,0,0,0,0,28.19,463.1
17.08.2024 00:50:00,988.41,17.98,292.1,13.76,76.32,20.65,15.76,4.89,9.98,15.94,1175.58,0.37,0.84,187.1,0,0,0,0,0,27.99,462.1
17.08.2024 01:00:00,988.33,17.88,292.01,14.06,78.32,20.52,16.07,4.45,10.18,16.26,1175.75,0.62,1.12,75.02,0,0,0,0,0,27.79,468.4
17.08.2024 01:10:00,988.23,17.67,291.81,14.04,79.28,20.25,16.05,4.2,10.17,16.24,1176.49,0.83,1.43,115.4,0,0,0,0,0,27.59,469.9
17.08.2024 01:20:00,988.22,17.51,291.65,13.88,79.23,20.04,15.88,4.16,10.06,16.07,1177.2,0.35,0.68,86.9,0,0,0,0,0,27.39,468.9
17.08.2024 01:30:00,988.17,17.33,291.47,13.87,80.1,19.82,15.87,3.94,10.05,16.06,1177.87,0.42,0.86,144.6,0,0,0,0,0,27.2,469.9
17.08.2024 01:40:00,988.11,17.37,291.52,13.64,78.72,19.87,15.64,4.23,9.9,15.83,1177.75,1,1.37,225.1,0,0,0,0,0,27.02,460.8
17.08.2024 01:50:00,988.07,17.55,291.7,13.63,77.78,20.09,15.63,4.46,9.9,15.82,1176.97,0.81,1.56,186.5,0,0,0,0,0,26.85,460.7
17.08.2024 02:00:00,988.11,17.18,291.32,14.05,81.8,19.63,16.06,3.57,10.17,16.25,1178.33,1.05,2.03,115.1,0,0,0,0,0,26.69,477.4
17.08.2024 02:10:00,988.12,16.71,290.85,14.03,84.2,19.05,16.04,3.01,10.16,16.24,1180.26,1.22,2.09,147.3,0,0,0,0,0,26.53,482
17.08.2024 02:20:00,988.12,16.46,290.6,13.99,85.3,18.75,16,2.76,10.13,16.19,1181.3,1.22,2.39,149,0,0,0,0,0,26.38,483.4
17.08.2024 02:30:00,988.09,16.24,290.38,14.06,86.9,18.49,16.07,2.42,10.18,16.26,1182.13,0.9,1.71,353.1,0,0,0,0,0,26.23,488
17.08.2024 02:40:00,988.02,16.24,290.39,14.02,86.7,18.49,16.03,2.46,10.16,16.23,1182.06,0.84,1.88,19.07,0,0,0,0,0,26.07,486.8
17.08.2024 02:50:00,987.92,16.39,290.55,13.9,85.2,18.67,15.91,2.76,10.08,16.1,1181.38,0.95,1.88,28.03,0,0,0,0,0,25.91,483.5
17.08.2024 03:00:00,987.87,16.29,290.45,13.82,85.3,18.55,15.82,2.73,10.02,16.02,1181.77,1.05,1.76,6.21,0,0,0,0,0,25.76,483.1
17.08.2024 03:10:00,987.82,16.06,290.23,13.79,86.4,18.28,15.79,2.49,10.01,15.99,1182.66,0.66,1.66,261.4,0,0,0,0,0,25.6,485.6
17.08.2024 03:20:00,987.77,15.81,289.98,13.51,86.2,17.99,15.51,2.48,9.82,15.7,1183.75,0.67,1.21,292.9,0,0,0,0,0,25.46,471.4
17.08.2024 03:30:00,987.78,15.97,290.14,13.42,84.8,18.18,15.41,2.76,9.76,15.6,1183.15,1.03,1.69,256.5,0,0,0,0,0,25.32,466.2
17.08.2024 03:40:00,987.75,15.99,290.16,13.63,85.9,18.2,15.63,2.57,9.9,15.83,1182.94,1.01,1.62,235,0,0,0,0,0,25.19,478.3
17.08.2024 03:50:00,987.66,15.84,290.02,13.63,86.7,18.02,15.63,2.4,9.9,15.82,1183.44,1.04,1.97,169.6,0,0,0,0,0,25.07,480
17.08.2024 04:00:00,987.63,15.61,289.79,13.61,87.9,17.76,15.61,2.15,9.89,15.81,1184.36,1,1.56,322.7,0,0,0,0,0,24.97,486.5
17.08.2024 04:10:00,987.67,15.38,289.56,13.53,88.7,17.5,15.52,1.98,9.83,15.72,1185.39,0.88,1.61,251,0,0,0,0,0,24.88,484.2
17.08.2024 04:20:00,987.72,15.15,289.32,13.33,88.9,17.24,15.33,1.91,9.71,15.52,1186.48,1,1.41,181.8,0,0,0,0,0,24.78,477.6
17.08.2024 04:30:00,987.64,15.06,289.24,13.47,90.2,17.14,15.46,1.68,9.8,15.66,1186.7,1.25,2.13,153.4,0,0,0,0,0,24.69,490.9
17.08.2024 04:40:00,987.56,15,289.18,13.51,90.8,17.08,15.51,1.57,9.83,15.7,1186.83,1.34,2.35,152.4,0,0,0,0,0,24.61,497.3
17.08.2024 04:50:00,987.5,14.91,289.1,13.52,91.4,16.98,15.52,1.46,9.83,15.72,1187.12,1.3,2.73,129.8,0,0,0,0,1.44,24.52,500.6
17.08.2024 05:00:00,987.61,14.91,289.09,13.56,91.6,16.98,15.55,1.43,9.85,15.75,1187.24,0.8,1.56,57.65,0,0,1.26,3.3,5.6,24.43,500.8
17.08.2024 05:10:00,987.54,14.99,289.18,13.55,91.1,17.07,15.55,1.52,9.85,15.74,1186.83,0.66,1.3,124.7,0,0,3.01,8.38,11.22,24.35,499.4
17.08.2024 05:20:00,987.48,15.02,289.21,13.48,90.5,17.1,15.48,1.62,9.81,15.67,1186.66,0.49,0.85,251.8,0,0,5.82,14.8,17.85,24.27,497.4
17.08.2024 05:30:00,987.41,15.13,289.33,13.42,89.5,17.22,15.41,1.81,9.77,15.61,1186.15,0.48,0.81,294.9,0,0,9.6,23.15,30.44,24.22,490.4
17.08.2024 05:40:00,987.29,15.48,289.69,13.35,87.1,17.61,15.34,2.27,9.72,15.54,1184.6,0.76,1.4,233,0,0,18.15,38.61,48.51,24.17,480.5
17.08.2024 05:50:00,987.36,15.47,289.67,13.46,87.8,17.6,15.45,2.15,9.79,15.65,1184.68,0.39,1.12,186.1,0,0,28,58.42,69.52,24.14,485.9
17.08.2024 06:00:00,987.43,15.05,289.24,13.42,90,17.13,15.42,1.71,9.77,15.62,1186.5,0.56,1.23,146.1,0,0,45.23,90.31,150.75,24.13,489.9
17.08.2024 06:10:00,987.41,15.33,289.53,13.56,89.2,17.44,15.56,1.88,9.86,15.76,1185.26,0.44,0.71,81.2,0,0,81.27,153.85,256.64,24.13,496.7
17.08.2024 06:20:00,987.43,16,290.2,13.77,86.6,18.21,15.77,2.44,9.99,15.97,1182.45,0.64,1,95.6,0,0,114.49,216.8,329.1,24.17,502.3
17.08.2024 06:30:00,987.41,16.4,290.6,13.77,84.4,18.68,15.77,2.91,9.99,15.97,1180.79,0.93,1.59,69.82,0,0,180.1,330.63,394.98,24.29,498.2
17.08.2024 06:40:00,987.51,16.93,291.12,13.88,82.2,19.32,15.88,3.44,10.06,16.08,1178.7,1.21,1.94,127.4,0,0,147.98,286.65,380.49,24.51,502.6
17.08.2024 06:50:00,987.6,16.75,290.94,13.8,82.7,19.1,15.8,3.3,10.01,16,1179.58,0.99,1.81,100.4,0,0,199.8,379.49,495.01,24.78,500.5
17.08.2024 07:00:00,987.65,17.38,291.56,13.89,79.97,19.88,15.9,3.98,10.07,16.1,1177.04,0.79,1.39,120.2,0,0,243.3,456.5,580.1,25.07,497.6
17.08.2024 07:10:00,987.62,17.86,292.05,13.87,77.47,20.49,15.87,4.62,10.06,16.07,1175.07,1.06,1.57,124.7,0,0,271.05,510.74,603.46,25.42,494.1
17.08.2024 07:20:00,987.68,18.06,292.24,13.94,76.87,20.75,15.95,4.8,10.11,16.15,1174.3,1.18,1.83,133.8,0,0,288.88,544.4,724.51,25.85,493.8
17.08.2024 07:30:00,987.68,18.34,292.53,14.1,76.29,21.12,16.11,5.01,10.21,16.31,1173.1,1.17,1.98,121.4,0,0,306.76,582.45,776.41,26.33,493.6
17.08.2024 07:40:00,987.75,18.38,292.56,14.02,75.71,21.17,16.03,5.14,10.16,16.23,1173.06,1.43,2.42,139.8,0,0,243.98,482.22,703.95,26.87,488.4
17.08.2024 07:50:00,987.77,18.49,292.67,14.26,76.37,21.32,16.28,5.04,10.32,16.48,1172.53,0.93,1.62,158.9,0,0,330.16,637.12,942.21,27.36,489.5
17.08.2024 08:00:00,987.77,19.07,293.25,14.54,75.02,22.1,16.58,5.52,10.51,16.79,1170.06,0.73,1.28,200.7,0,0,322.46,624.29,910.18,27.84,488.8
17.08.2024 08:10:00,987.77,19.53,293.71,14.62,73.25,22.75,16.66,6.08,10.56,16.87,1168.19,0.67,1.47,99.7,0,0,272.06,542.76,1054.43,28.37,485
17.08.2024 08:20:00,987.7,20.28,294.47,14.78,70.65,23.83,16.84,6.99,10.67,17.04,1165.04,0.81,1.32,142.3,0,0,504.28,960.31,1135.08,28.9,482.7
17.08.2024 08:30:00,987.69,21.13,295.32,14.87,67.44,25.11,16.93,8.18,10.73,17.14,1161.62,1.06,2.03,113.5,0,0,436.16,841.31,1224.91,29.51,478.3
17.08.2024 08:40:00,987.66,21.7,295.9,14.63,64.15,26,16.68,9.32,10.57,16.89,1159.45,1.35,2.25,145.6,0,0,557.83,1064.85,1313.9,30.24,467.7
17.08.2024 08:50:00,987.56,22.57,296.78,14.49,60.27,27.42,16.52,10.89,10.47,16.73,1155.99,1.61,2.93,121.6,0,0,693.05,1307.05,1389.72,31.01,458
17.08.2024 09:00:00,987.52,23.43,297.65,14.57,57.5,28.88,16.61,12.27,10.53,16.82,1152.56,1.82,3.55,119.3,0,0,693.82,1307.18,1391.24,31.85,451.1
17.08.2024 09:10:00,987.57,23.98,298.19,14.4,55.05,29.85,16.43,13.42,10.42,16.64,1150.56,1.84,2.86,126.1,0,0,722.87,1369.45,1448.73,32.77,442.4
17.08.2024 09:20:00,987.5,24.26,298.48,14.62,54.91,30.36,16.67,13.69,10.57,16.88,1149.29,2.2,3.8,110.8,0,0,785.65,1486.01,1584.48,33.66,439.5
17.08.2024 09:30:00,987.46,24.68,298.91,14.58,53.39,31.13,16.62,14.51,10.54,16.83,1147.65,2.4,3.02,134,0,0,747.91,1423.05,1633.21,34.48,431.7
17.08.2024 09:40:00,987.43,25.17,299.4,15.1,53.62,32.05,17.19,14.86,10.9,17.4,1145.48,2.34,3.14,152.6,0,0,704.78,1346.75,1588.7,35.24,430.2
17.08.2024 09:50:00,987.35,25.24,299.48,15.51,54.84,32.18,17.65,14.53,11.19,17.88,1144.91,2.46,3.23,145,0,0,536.21,1044.11,1624.67,35.93,430.6
17.08.2024 10:00:00,987.29,25.13,299.37,15.7,55.86,31.97,17.86,14.11,11.33,18.09,1145.17,2.67,3.74,137.5,0,0,509.28,1010.25,1724.9,36.48,428.2
17.08.2024 10:10:00,987.26,25.32,299.57,15.87,55.85,32.34,18.06,14.28,11.46,18.29,1144.31,1.65,2.75,155.2,0,0,479.53,937.65,1711.93,36.81,425.3
17.08.2024 10:20:00,987.19,26,300.26,16.16,54.63,33.67,18.39,15.27,11.67,18.63,1141.49,1.45,2.95,143.2,0,0,727.24,1409.61,1603.19,37.06,421.6
17.08.2024 10:30:00,987.11,26.77,301.03,16.37,52.92,35.23,18.64,16.59,11.83,18.89,1138.35,1.17,2.36,165.2,0,0,819.43,1572.8,1725.8,37.4,418.8
17.08.2024 10:40:00,987.01,27.31,301.59,16.48,51.65,36.36,18.78,17.58,11.92,19.03,1136.13,1.06,2.36,192.5,0,0,634.36,1217.63,1762.12,37.88,413.4
17.08.2024 10:50:00,986.94,27.24,301.52,17,53.59,36.21,19.41,16.81,12.32,19.66,1136.04,1.68,3.54,279.5,0,0,609.57,1181.24,1564.4,38.47,409.1
17.08.2024 11:00:00,986.9,26.62,300.9,16.95,55.4,34.92,19.35,15.57,12.28,19.6,1138.37,1.78,3.48,258.8,0,0,295.07,594.98,762.63,38.99,409
17.08.2024 11:10:00,986.92,26.12,300.4,17.12,57.69,33.91,19.56,14.35,12.42,19.82,1140.2,1.88,3.94,272.5,0,0,278.88,569.66,597.68,39.32,408.9
17.08.2024 11:20:00,986.92,25.78,300.06,17.06,58.64,33.23,19.49,13.74,12.37,19.75,1141.53,1.83,3.41,287.7,0,0,309.15,626.52,770.7,39.44,409
17.08.2024 11:30:00,986.85,25.76,300.04,17.06,58.69,33.19,19.48,13.71,12.37,19.74,1141.53,1.77,3.01,316,0,0,335.3,680.3,907.65,39.41,408.7
17.08.2024 11:40:00,986.74,26.22,300.52,17.12,57.32,34.11,19.55,14.56,12.42,19.81,1139.61,1.29,2.98,284.5,0,0,559.52,1110.84,1485.9,39.32,408
17.08.2024 11:50:00,986.7,26.75,301.05,17.2,55.85,35.19,19.65,15.54,12.48,19.92,1137.51,1.62,2.87,341.9,0,0,512.23,1033.99,1491.37,39.26,408.6
17.08.2024 12:00:00,986.61,26.98,301.29,17.21,55.14,35.67,19.67,16,12.49,19.93,1136.53,1.67,4.48,213.6,0,0,542.11,1082.86,1428.77,39.29,407.7
17.08.2024 12:10:00,986.53,26.67,300.99,17.05,55.6,35.02,19.47,15.55,12.37,19.74,1137.69,1.65,4.5,211.6,0,0,315.84,638.59,1235.59,39.39,407.6
17.08.2024 12:20:00,986.47,26.98,301.3,17.15,54.92,35.67,19.59,16.08,12.44,19.86,1136.4,1.21,2.23,5.89,0,0,506.24,1003.87,1686.04,39.48,407.4
17.08.2024 12:30:00,986.41,27.23,301.56,16.91,53.3,36.19,19.29,16.9,12.25,19.56,1135.51,2.18,4.7,202.1,0,0,303.86,614.82,751,39.58,406.9
17.08.2024 12:40:00,986.41,26.63,300.96,16.76,54.71,34.94,19.12,15.82,12.14,19.38,1137.86,2.95,4.31,232.6,0,0,342.14,688.22,759.3,39.68,406.5
17.08.2024 12:50:00,986.4,26.59,300.92,16.74,54.77,34.86,19.09,15.77,12.13,19.36,1138.01,2.32,4.09,246.6,0,0,430.59,860.95,1479.52,39.71,406.9
17.08.2024 13:00:00,986.31,26.81,301.14,16.89,54.59,35.31,19.28,16.04,12.25,19.54,1136.99,1.22,3.2,249.2,0,0,318.52,641.38,984.17,39.69,407.4
17.08.2024 13:10:00,986.27,27.03,301.37,16.79,53.52,35.77,19.14,16.63,12.16,19.41,1136.17,2.08,3.78,238,0,0,603.12,1198.89,1648.56,39.69,408.1
17.08.2024 13:20:00,986.15,27.5,301.85,16.68,51.73,36.77,19.02,17.75,12.08,19.29,1134.31,1.69,3.6,210.8,0,0,726.61,1417.84,1805.56,39.74,408.7
17.08.2024 13:30:00,986.11,27.35,301.7,16.33,51.03,36.45,18.6,17.85,11.82,18.86,1135.02,3.64,6.68,202.6,0,0,515.89,1027.34,1339.53,39.9,408.6
17.08.2024 13:40:00,986.12,27.21,301.56,16.1,50.69,36.15,18.32,17.83,11.64,18.58,1135.68,3.19,5.36,222.2,0,0,543.92,1078.47,1488.15,40.08,408.8
17.08.2024 13:50:00,986.05,27.21,301.57,15.97,50.29,36.15,18.18,17.97,11.55,18.44,1135.66,2.92,4.99,213.5,0,80,440.66,881.02,1535.15,40.2,409.1
17.08.2024 14:00:00,986.07,27.12,301.48,15.65,49.53,35.96,17.81,18.15,11.31,18.06,1136.18,2.55,4.11,236.2,0,0,399.03,804.45,870.74,40.26,409.6
17.08.2024 14:10:00,986.06,27.07,301.43,15.68,49.75,35.85,17.84,18.02,11.33,18.09,1136.35,3.23,5.28,221.1,0,0,570.98,1137.74,1851.89,40.25,409.6
17.08.2024 14:20:00,985.97,27.36,301.73,16.06,50.12,36.47,18.28,18.19,11.61,18.54,1134.96,2.54,4.63,233,0,0,720.63,1403.66,1936.29,40.22,409.4
17.08.2024 14:30:00,985.84,27.85,302.23,15.84,48.03,37.53,18.02,19.5,11.45,18.28,1133.07,2.95,4.99,212.8,0,0,788.81,1504,1848.02,40.25,410.5
17.08.2024 14:40:00,985.75,27.67,302.06,16.03,49.13,37.13,18.24,18.89,11.59,18.51,1133.55,2.28,3.82,199.8,0,0,452.2,892.36,1711.54,40.39,410.8
17.08.2024 14:50:00,985.72,27.38,301.77,16.28,50.78,36.51,18.54,17.97,11.78,18.81,1134.48,3.04,5.08,211.3,0,0,379.25,757.53,1527.91,40.57,410.7
17.08.2024 15:00:00,985.67,27.34,301.73,16.33,51.07,36.43,18.6,17.82,11.82,18.87,1134.54,2.62,4.69,192.7,0,0,425.28,843.59,1411.78,40.66,410.8
17.08.2024 15:10:00,985.65,27.11,301.5,16.48,52.24,35.94,18.77,17.16,11.93,19.05,1135.31,2.26,3.23,204.2,0,0,181.45,383.03,468.66,40.69,410.7
17.08.2024 15:20:00,985.63,26.97,301.37,16.43,52.51,35.64,18.72,16.93,11.9,18.99,1135.84,1.89,3.17,208.8,0,0,331.22,673.05,1344.15,40.64,410.8
17.08.2024 15:30:00,985.58,27.28,301.68,16.64,52.25,36.3,18.97,17.33,12.06,19.24,1134.5,2.44,3.55,180.7,0,0,313.02,639.43,1278.39,40.52,410.9
17.08.2024 15:40:00,985.47,27.33,301.74,16.62,52.03,36.4,18.94,17.46,12.04,19.22,1134.2,1.98,2.86,154,0,0,324.88,653.41,1283.34,40.42,411.2
17.08.2024 15:50:00,985.34,27.66,302.08,16.76,51.5,37.11,19.11,18,12.15,19.4,1132.73,1.75,2.83,150.8,0,0,325.39,651.22,1298.31,40.32,411.3
17.08.2024 16:00:00,985.34,27.5,301.92,16.53,51.22,36.77,18.83,17.94,11.97,19.11,1133.45,1.91,3.17,234.9,0,0,346.86,704.9,1178.52,40.27,411.8
17.08.2024 16:10:00,985.2,28.1,302.54,16.6,49.68,38.08,18.92,19.16,12.03,19.2,1131,1.73,3.72,209.8,0,0,537,1057.11,1146.29,40.25,412.2
17.08.2024 16:20:00,985.09,28.12,302.57,16.49,49.29,38.12,18.79,19.33,11.95,19.07,1130.85,2.43,3.73,203.7,0,0,344.83,694.11,972.71,40.34,413.2
17.08.2024 16:30:00,985.05,28.09,302.54,16.4,49.09,38.05,18.68,19.37,11.88,18.96,1130.97,1.9,2.77,200.1,0,0,453.47,889.37,954.06,40.47,413.7
17.08.2024 16:40:00,985,28.08,302.53,16.37,49.04,38.03,18.65,19.38,11.86,18.94,1130.96,3.32,4.88,210.6,0,0,367.38,718.76,931.47,40.6,413.7
17.08.2024 16:50:00,985,27.62,302.07,16.29,50.09,37.03,18.55,18.48,11.8,18.83,1132.73,2.47,4.74,202.3,0,0,370.95,720.28,926.38,40.72,413.8
17.08.2024 17:00:00,984.89,27.88,302.34,16.58,50.26,37.59,18.89,18.7,12.02,19.18,1131.48,2.37,3.31,199,0,0,423.27,817.63,880.28,40.79,413.6
17.08.2024 17:10:00,984.78,28.19,302.66,16.61,49.46,38.28,18.93,19.34,12.04,19.22,1130.17,2.9,4.22,209.2,0,0,343.14,661.99,724.03,40.87,413.4
17.08.2024 17:20:00,984.79,28.24,302.71,16.62,49.36,38.39,18.95,19.44,12.06,19.24,1129.99,1.84,3.52,232.6,0,0,322.11,620.49,643.44,40.97,413.1
17.08.2024 17:30:00,984.74,28.83,303.31,16.82,48.29,39.72,19.18,20.54,12.21,19.48,1127.62,0.96,1.93,213.8,0,0,303.7,589.17,609.41,41.06,413.1
17.08.2024 17:40:00,984.66,29.22,303.71,17,47.76,40.63,19.4,21.22,12.35,19.71,1125.97,0.77,1.38,245.8,0,0,199.4,403.47,581.67,41.17,413
17.08.2024 17:50:00,984.57,28.18,302.67,16.64,49.58,38.25,18.97,19.29,12.07,19.26,1129.95,0.86,1.52,306.3,0,0,75.14,180.62,224.63,41.3,412.8
17.08.2024 18:00:00,984.53,27.47,301.96,16.54,51.34,36.7,18.84,17.86,11.99,19.14,1132.62,1.09,1.75,285.7,0,0,132.7,268.73,353.01,41.31,412.6
17.08.2024 18:10:00,984.54,27.58,302.07,16.48,50.83,36.94,18.78,18.16,11.95,19.07,1132.25,0.97,1.66,297.5,0,0,88.81,188.78,316.52,41.16,412.3
17.08.2024 18:20:00,984.56,27.16,301.65,16.64,52.61,36.04,18.96,17.08,12.07,19.26,1133.78,1.7,2.42,230.3,0,0,94.59,197.56,295,40.95,413.7
17.08.2024 18:30:00,984.54,26.85,301.34,16.45,52.96,35.39,18.75,16.65,11.93,19.04,1135.02,2.27,3.59,240.9,0,0,49.41,116.61,130.4,40.65,412.9
17.08.2024 18:40:00,984.57,26.69,301.18,16.41,53.32,35.06,18.7,16.37,11.9,18.99,1135.68,1.97,2.88,256.4,0,0,38.08,91.01,101.15,40.27,412.2
17.08.2024 18:50:00,984.58,26.57,301.06,16.56,54.2,34.82,18.87,15.95,12.01,19.17,1136.07,1.46,1.83,268.5,0,0,27.66,65.21,80.14,39.84,412.6
17.08.2024 19:00:00,984.6,26.41,300.89,16.6,54.84,34.49,18.91,15.58,12.04,19.21,1136.68,1.16,1.65,268.2,0,0,26.02,56.51,61.12,39.38,413.1
